,ETHCAT,GENCAT,ANYELL0812,AVG_GPA3,anyspd1,trulydis_b,Frequency
30,Asian,Female,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,668.5
31,Asian,Female,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,546.8749999999999
32,Latinx,Male,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,298.0
33,Latinx,Male,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,273.0
34,Latinx,Male,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,288.0
35,Latinx,Male,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,298.0
36,Latinx,Male,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,557.7500000000001
37,Latinx,Male,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,474.7375
38,Latinx,Male,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,484.7375
39,Latinx,Male,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,420.02687499999996
40,Latinx,Male,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,270.0
41,Latinx,Male,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,260.0
42,Latinx,Male,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,296.0
43,Latinx,Male,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,281.0
44,Latinx,Male,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,624.5
45,Latinx,Male,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,553.375
46,Latinx,Male,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,565.375
47,Latinx,Male,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,471.91875
48,Latinx,Female,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,261.0
49,Latinx,Female,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,273.0
50,Latinx,Female,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,273.0
51,Latinx,Female,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,265.0
52,Latinx,Female,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,619.5
53,Latinx,Female,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,561.375
54,Latinx,Female,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,547.375
55,Latinx,Female,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,467.91875
56,Latinx,Female,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,267.0
57,Latinx,Female,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,255.0
58,Latinx,Female,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,287.0
59,Latinx,Female,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,256.0
60,Latinx,Female,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,702.0
61,Latinx,Female,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,620.75
62,Latinx,Female,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,621.75
63,Latinx,Female,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,506.6875
64,Black,Male,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,280.0
65,Black,Male,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,271.0
66,Black,Male,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,282.0
67,Black,Male,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,285.0
68,Black,Male,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,559.7500000000001
69,Black,Male,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,481.7375
70,Black,Male,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,490.7375
71,Black,Male,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,422.02687499999996
72,Black,Male,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,250.0
73,Black,Male,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,260.0
74,Black,Male,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,293.0
75,Black,Male,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,273.0
76,Black,Male,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,612.5
77,Black,Male,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,538.375
78,Black,Male,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,527.375
79,Black,Male,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,455.91875
80,Black,Female,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,254.0
81,Black,Female,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,281.0
82,Black,Female,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,271.0
83,Black,Female,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,293.0
84,Black,Female,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,627.5
85,Black,Female,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,543.375
86,Black,Female,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,547.375
87,Black,Female,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,483.91875
88,Black,Female,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,272.0
89,Black,Female,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,254.0
90,Black,Female,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,257.0
91,Black,Female,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,283.0
92,Black,Female,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,700.0
93,Black,Female,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,579.75
94,Black,Female,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,612.75
95,Black,Female,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,515.6875
96,White,Male,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,262.0
97,White,Male,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,264.0
98,White,Male,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,288.0
99,White,Male,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,280.0
100,White,Male,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,580.125
101,White,Male,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,501.55625
102,White,Male,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,526.55625
103,White,Male,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,455.9728125
104,White,Male,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,266.0
105,White,Male,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,272.0
106,White,Male,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,259.0
107,White,Male,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,277.0
108,White,Male,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,661.25
109,White,Male,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,557.0625
110,White,Male,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,545.0625
111,White,Male,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,504.30312499999997
112,White,Female,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,260.0
113,White,Female,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,271.0
114,White,Female,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,277.0
115,White,Female,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,269.0
116,White,Female,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,682.25
117,White,Female,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,559.0625
118,White,Female,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,550.0625
119,White,Female,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,492.30312499999997
120,White,Female,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,289.0
121,White,Female,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,283.0
122,White,Female,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,250.0
123,White,Female,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,292.0
124,White,Female,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,738.5
125,White,Female,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,624.625
126,White,Female,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,614.625
127,White,Female,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,525.78125
