,ETHCAT,GENCAT,ANYELL0812,AVG_GPA3,anyspd1,trulydis_b,Frequency
58,Latinx,Female,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,268.0
59,Latinx,Female,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,283.0
60,Latinx,Female,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,722.0
61,Latinx,Female,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,610.75
62,Latinx,Female,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,614.75
63,Latinx,Female,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,526.6875
64,Black,Male,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,296.0
65,Black,Male,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,274.0
66,Black,Male,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,282.0
67,Black,Male,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,286.0
68,Black,Male,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,554.7500000000001
69,Black,Male,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,496.7375
70,Black,Male,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,491.7375
71,Black,Male,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,411.02687499999996
72,Black,Male,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,295.0
73,Black,Male,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,282.0
74,Black,Male,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,270.0
75,Black,Male,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,274.0
76,Black,Male,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,653.5
77,Black,Male,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,525.375
78,Black,Male,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,530.375
79,Black,Male,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,447.91875
80,Black,Female,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,286.0
81,Black,Female,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,276.0
82,Black,Female,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,279.0
83,Black,Female,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,272.0
84,Black,Female,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,611.5
85,Black,Female,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,538.375
86,Black,Female,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,562.375
87,Black,Female,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,471.91875
88,Black,Female,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,291.0
89,Black,Female,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,253.0
90,Black,Female,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,258.0
91,Black,Female,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,250.0
92,Black,Female,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,678.0
93,Black,Female,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,581.75
94,Black,Female,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,582.75
95,Black,Female,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,529.6875
96,White,Male,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,285.0
97,White,Male,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,258.0
98,White,Male,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,293.0
99,White,Male,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,256.0
100,White,Male,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,587.125
101,White,Male,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,528.55625
102,White,Male,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,525.55625
103,White,Male,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,434.9728125
104,White,Male,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,261.0
105,White,Male,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,261.0
106,White,Male,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,285.0
107,White,Male,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,265.0
108,White,Male,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,648.25
109,White,Male,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,554.0625
110,White,Male,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,588.0625
111,White,Male,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,496.30312499999997
112,White,Female,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,279.0
113,White,Female,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,264.0
114,White,Female,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,255.0
115,White,Female,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,276.0
116,White,Female,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,675.25
117,White,Female,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,580.0625
118,White,Female,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,551.0625
119,White,Female,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,463.30312499999997
120,White,Female,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,288.0
121,White,Female,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,252.0
122,White,Female,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,270.0
123,White,Female,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,263.0
124,White,Female,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,739.5
125,White,Female,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,616.625
126,White,Female,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,647.625
127,White,Female,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,562.78125
