,ETHCAT,GENCAT,ANYELL0812,AVG_GPA3,anyspd1,trulydis_b,Frequency
81,Black,Female,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,741
82,Black,Female,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,543
83,Black,Female,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,615
84,Black,Female,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,932
85,Black,Female,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,704
86,Black,Female,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,909
87,Black,Female,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,622
88,Black,Female,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,702
89,Black,Female,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,939
90,Black,Female,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,732
91,Black,Female,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,806
92,Black,Female,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,669
93,Black,Female,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,712
94,Black,Female,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,866
95,Black,Female,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,748
96,White,Male,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,745
97,White,Male,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,689
98,White,Male,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,694
99,White,Male,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,670
100,White,Male,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,771
101,White,Male,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,930
102,White,Male,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,733
103,White,Male,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,917
104,White,Male,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,870
105,White,Male,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,805
106,White,Male,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,934
107,White,Male,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,675
108,White,Male,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,931
109,White,Male,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,728
110,White,Male,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,591
111,White,Male,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,612
112,White,Female,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,758
113,White,Female,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,639
114,White,Female,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,523
115,White,Female,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,660
116,White,Female,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,572
117,White,Female,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,766
118,White,Female,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,627
119,White,Female,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,557
120,White,Female,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,888
121,White,Female,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,680
122,White,Female,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,562
123,White,Female,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,974
124,White,Female,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,691
125,White,Female,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,969
126,White,Female,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,803
127,White,Female,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,554
