,ETHCAT,GENCAT,ANYELL0812,AVG_GPA3,anyspd1,trulydis_b,Frequency
51,Latinx,Female,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,875
52,Latinx,Female,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,561
53,Latinx,Female,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,941
54,Latinx,Female,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,834
55,Latinx,Female,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,519
56,Latinx,Female,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,740
57,Latinx,Female,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,691
58,Latinx,Female,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,741
59,Latinx,Female,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,648
60,Latinx,Female,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,702
61,Latinx,Female,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,685
62,Latinx,Female,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,993
63,Latinx,Female,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,983
64,Black,Male,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,832
65,Black,Male,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,988
66,Black,Male,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,634
67,Black,Male,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,764
68,Black,Male,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,946
69,Black,Male,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,667
70,Black,Male,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,690
71,Black,Male,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,522
72,Black,Male,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,547
73,Black,Male,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,775
74,Black,Male,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,921
75,Black,Male,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,819
76,Black,Male,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,715
77,Black,Male,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,644
78,Black,Male,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,570
79,Black,Male,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,594
80,Black,Female,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,521
81,Black,Female,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,753
82,Black,Female,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,805
83,Black,Female,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,698
84,Black,Female,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,500
85,Black,Female,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,510
86,Black,Female,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,864
87,Black,Female,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,913
88,Black,Female,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,824
89,Black,Female,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,904
90,Black,Female,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,559
91,Black,Female,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,884
92,Black,Female,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,720
93,Black,Female,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,979
94,Black,Female,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,597
95,Black,Female,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,917
96,White,Male,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,748
97,White,Male,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,565
98,White,Male,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,953
99,White,Male,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,616
100,White,Male,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,717
101,White,Male,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,611
102,White,Male,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,994
103,White,Male,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,636
104,White,Male,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,861
105,White,Male,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,532
106,White,Male,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,732
107,White,Male,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,655
108,White,Male,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,839
109,White,Male,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,836
110,White,Male,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,665
111,White,Male,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,806
112,White,Female,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,933
113,White,Female,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,749
114,White,Female,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,798
115,White,Female,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,790
116,White,Female,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,872
117,White,Female,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,553
118,White,Female,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,860
119,White,Female,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,508
120,White,Female,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,821
121,White,Female,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,978
122,White,Female,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,823
123,White,Female,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,981
124,White,Female,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,769
125,White,Female,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,967
126,White,Female,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,703
127,White,Female,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,543
