,ETHCAT,GENCAT,ANYELL0812,AVG_GPA3,anyspd1,trulydis_b,Frequency
25,Asian,Female,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,808
26,Asian,Female,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,830
27,Asian,Female,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,820
28,Asian,Female,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,965
29,Asian,Female,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,502
30,Asian,Female,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,604
31,Asian,Female,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,533
32,Latinx,Male,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,665
33,Latinx,Male,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,696
34,Latinx,Male,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,548
35,Latinx,Male,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,781
36,Latinx,Male,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,840
37,Latinx,Male,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,985
38,Latinx,Male,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,640
39,Latinx,Male,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,743
40,Latinx,Male,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,637
41,Latinx,Male,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,815
42,Latinx,Male,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,931
43,Latinx,Male,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,688
44,Latinx,Male,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,664
45,Latinx,Male,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,883
46,Latinx,Male,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,606
47,Latinx,Male,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,605
48,Latinx,Female,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,981
49,Latinx,Female,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,703
50,Latinx,Female,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,646
51,Latinx,Female,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,875
52,Latinx,Female,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,721
53,Latinx,Female,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,503
54,Latinx,Female,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,689
55,Latinx,Female,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,513
56,Latinx,Female,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,990
57,Latinx,Female,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,854
58,Latinx,Female,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,952
59,Latinx,Female,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,741
60,Latinx,Female,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,871
61,Latinx,Female,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,983
62,Latinx,Female,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,900
63,Latinx,Female,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,979
64,Black,Male,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,831
65,Black,Male,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,673
66,Black,Male,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,524
67,Black,Male,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,967
68,Black,Male,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,683
69,Black,Male,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,869
70,Black,Male,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,797
71,Black,Male,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,731
72,Black,Male,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,914
73,Black,Male,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,698
74,Black,Male,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,811
75,Black,Male,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,930
76,Black,Male,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,620
77,Black,Male,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,939
78,Black,Male,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,921
79,Black,Male,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,693
80,Black,Female,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,988
81,Black,Female,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,629
82,Black,Female,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,977
83,Black,Female,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,501
84,Black,Female,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,895
85,Black,Female,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,915
86,Black,Female,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,989
87,Black,Female,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,796
88,Black,Female,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,776
89,Black,Female,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,788
90,Black,Female,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,611
91,Black,Female,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,572
92,Black,Female,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,765
93,Black,Female,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,794
94,Black,Female,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,806
95,Black,Female,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,756
96,White,Male,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,691
97,White,Male,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,552
98,White,Male,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,715
99,White,Male,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,550
100,White,Male,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,588
101,White,Male,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,802
102,White,Male,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,844
103,White,Male,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,969
104,White,Male,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,569
105,White,Male,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,705
106,White,Male,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,750
107,White,Male,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,568
108,White,Male,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,531
109,White,Male,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,583
110,White,Male,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,908
111,White,Male,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,514
112,White,Female,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,674
113,White,Female,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,912
114,White,Female,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,738
115,White,Female,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,753
116,White,Female,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,732
117,White,Female,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,924
118,White,Female,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,945
119,White,Female,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,940
120,White,Female,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,768
121,White,Female,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,764
122,White,Female,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,932
123,White,Female,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,669
124,White,Female,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,608
125,White,Female,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,616
126,White,Female,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,528
127,White,Female,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,948
